Ќомер коробки;" ќЋ-¬ќ
экз. в коробке";"ќбзорное описание изданий
(Ќазвание, год и номера или подшивки)";ѕримечани¤
5063;84;"÷ирк Ц 1925 Ц (1-9), 8; 1926 Ц (10, 11, єє 1-
7); 1927 Ц (8-12);
÷ирк и эстрада 1928 Ц (1-18); 1929 Ц (1-23);
1930 - (1-17).
÷итата Ц 2007 - є 2; 2008 Ц 1, 2, 3, 5-6; 2009 Ц
1.
„еловек 1990 - є 1 Ц 6; 1991 Ц 1, 3, 4, 5; 1992
Ц 1-6; 1993 Ц 1, 2, 4, 5, 6; 1994 Ц 1,2,3, 4,6; 1995
Ц 1-6; 1996 Ц 1-6; 1997 Ц 1-6; 1998 Ц 1-6; 1999 Ц
4,5, 6; 2000 Ц 1 Ц 6; 2001 Ц 1-6; 2002 Ц 1-6;";"27.07.2023
јкименко ј.¬.  овтуненко ћ.ѕ."
